log_id,date,equipment_id,equipment_type,fault_reported,root_cause,action_taken,downtime_hours,spare_parts_used,engineer_id,outcome,follow_up_date
LOG-2025-0186,2025-09-07,BF-001,Blast Furnace,Abnormal pressure drop across furnace throat,Scaffold formation in burden column restricting gas flow,Reduce charging rate; Increase tuyere velocity to break scaffold; Monitor pressure recovery; Resume normal charging once stable; Document scaffold location for pattern analysis,5.0,None required,ENG-102,MONITORING,2025-09-19
LOG-2025-0187,2025-09-07,BF-002,Blast Furnace,Charging skip hoist motor tripping on overcurrent,Worn skip wheel bearings increasing mechanical load beyond motor rating,Lock out skip hoist; Inspect skip wheels and track; Replace worn wheel bearings; Lubricate track; Test motor current draw under load; Return to service,11.5,"Skip wheel bearing (pair), Track lubricant cartridge, Motor contactor",ENG-101,MONITORING,2025-09-20
LOG-2025-0188,2025-09-07,BF-002,Blast Furnace,Abnormal pressure drop across furnace throat,Scaffold formation in burden column restricting gas flow,Reduce charging rate; Increase tuyere velocity to break scaffold; Monitor pressure recovery; Resume normal charging once stable; Document scaffold location for pattern analysis,10.6,None required,ENG-103,MONITORING,2025-09-18
LOG-2025-0189,2025-09-08,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,5.4,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-105,RESOLVED,2025-11-07
LOG-2025-0190,2025-09-14,EAF-001,Electric Arc Furnace,Water leak detected in furnace shell cooling panel #7,Thermal fatigue crack in copper cooling panel weld seam,Emergency power off; Drain panel circuit; Apply temporary weld repair; Pressure test repair; Schedule full panel replacement during next campaign stop,21.5,"Copper cooling panel (replacement), Welding consumables, Pressure test kit",ENG-113,RESOLVED,2025-12-01
LOG-2025-0191,2025-09-18,CP-001,Compressor,Oil carry-over into compressed air system,Piston ring wear allowing excessive oil migration past compression stage,Shut down compressor; Disassemble compression stage; Measure piston ring gaps; Replace worn rings and cylinder liner; Reassemble and test oil carry-over rate,23.8,"Piston ring set (3-ring), Cylinder liner, Coalescing filter element",ENG-105,RESOLVED,2025-11-28
LOG-2025-0192,2025-09-19,RM-001,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,17.5,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-107,RESOLVED,2025-12-16
LOG-2025-0193,2025-09-21,BF-001,Blast Furnace,Cooling water leak detected at furnace belly region,Corrosion-induced pinhole leak in cooling stave pipe,Reduce furnace load; Isolate leaking stave segment; Apply emergency clamp repair; Schedule permanent stave replacement during next planned outage; Monitor water loss rate,17.8,"Emergency pipe clamp, Cooling stave segment, Gasket set, Corrosion inhibitor",ENG-106,ESCALATED,2025-09-23
LOG-2025-0194,2025-09-21,RM-002,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,23.8,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-104,RESOLVED,2025-10-26
LOG-2025-0195,2025-09-25,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,5.7,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-108,MONITORING,2025-10-07
LOG-2025-0196,2025-09-26,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,9.3,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-112,ESCALATED,2025-09-27
LOG-2025-0197,2025-09-27,RM-001,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,18.5,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-105,RESOLVED,2025-12-06
LOG-2025-0198,2025-09-27,CP-001,Compressor,Oil carry-over into compressed air system,Piston ring wear allowing excessive oil migration past compression stage,Shut down compressor; Disassemble compression stage; Measure piston ring gaps; Replace worn rings and cylinder liner; Reassemble and test oil carry-over rate,15.5,"Piston ring set (3-ring), Cylinder liner, Coalescing filter element",ENG-114,RESOLVED,2025-12-09
LOG-2025-0199,2025-09-27,RM-001,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,8.7,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-107,RESOLVED,2025-11-17
LOG-2025-0200,2025-09-28,CV-001,Conveyor System,Conveyor motor overheating — thermal protection tripping,Overloaded belt due to upstream crusher producing oversized material,Reduce crusher feed rate; Allow motor to cool; Inspect motor winding insulation; Clean motor cooling fins; Resume at controlled feed rate; Monitor motor temperature,5.0,"Motor cooling fan guard, Temperature relay (replacement), Insulation test probe",ENG-107,RESOLVED,2025-12-24
LOG-2025-0201,2025-09-28,CV-001,Conveyor System,Conveyor belt tracking off-centre by 50 mm,Misaligned return idler bracket allowing belt drift under load,Stop conveyor; Realign return idlers using belt tracking tool; Adjust take-up tension; Run empty for 15 minutes to verify tracking; Resume loaded operation,3.0,"Return idler roller (Ø127 mm), Tracking frame bracket, Belt tension gauge",ENG-108,MONITORING,2025-10-11
LOG-2025-0202,2025-09-28,RM-001,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,13.0,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-109,MONITORING,2025-10-07
LOG-2025-0203,2025-09-29,RM-002,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,13.2,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-107,RESOLVED,2025-10-30
LOG-2025-0204,2025-09-30,RM-002,Rolling Mill,Excessive roll chatter causing surface defects on strip,Third-octave vibration mode excited by rolling speed resonance with backup roll eccentricity,Reduce mill speed by 20%; Measure backup roll roundness; Re-grind backup rolls; Install vibration dampener on housing; Resume speed gradually while monitoring vibration spectrum,22.2,"Backup roll dampener kit, Accelerometer sensor (spare)",ENG-106,MONITORING,2025-10-11
LOG-2025-0205,2025-10-01,CP-001,Compressor,Inter-stage cooler outlet temperature above 85°C,Tube fouling in air-cooled inter-stage heat exchanger,Reduce compressor load to 60%; Clean cooler tubes with compressed air; Inspect fins for damage; Replace damaged fin sections; Resume full load and verify outlet temp,6.7,"Cooler fin section (spare), Tube cleaning lance, Temperature gauge",ENG-101,RESOLVED,2025-12-09
LOG-2025-0206,2025-10-02,RM-001,Rolling Mill,Strip thickness variation exceeding ±0.05 mm tolerance,Work roll crown profile worn unevenly after extended campaign,Remove work rolls; Measure crown profile with profilometer; Re-grind rolls to target crown; Re-install and calibrate AGC system; Run test strip and verify thickness,12.5,None required (roll grinding consumables),ENG-101,MONITORING,2025-10-09
LOG-2025-0207,2025-10-03,CP-001,Compressor,Inter-stage cooler outlet temperature above 85°C,Tube fouling in air-cooled inter-stage heat exchanger,Reduce compressor load to 60%; Clean cooler tubes with compressed air; Inspect fins for damage; Replace damaged fin sections; Resume full load and verify outlet temp,9.8,"Cooler fin section (spare), Tube cleaning lance, Temperature gauge",ENG-103,RESOLVED,2025-12-27
LOG-2025-0208,2025-10-04,EAF-001,Electric Arc Furnace,Excessive dust emission from furnace roof during charging,Canopy hood extraction fan motor failure reducing suction,Suspend charging; Inspect extraction fan motor; Replace burned motor winding; Balance fan impeller; Restart extraction system; Verify negative pressure in canopy,7.7,"Fan motor (75 kW, 4-pole), V-belt set, Impeller balance weight set",ENG-105,RESOLVED,2025-11-15
LOG-2025-0209,2025-10-08,BF-002,Blast Furnace,Abnormal tuyere temperature spike above 1450°C,Tuyere nose erosion allowing direct contact with hot metal,Isolate affected tuyere; Reduce blast volume by 15%; Cool tuyere with emergency water injection; Replace tuyere nose assembly; Resume normal blast after thermal stabilisation,9.1,"Tuyere nose assembly, Copper cooling coil, Refractory patch kit",ENG-101,RESOLVED,2026-01-06
LOG-2025-0210,2025-10-08,BF-001,Blast Furnace,Abnormal tuyere temperature spike above 1450°C,Tuyere nose erosion allowing direct contact with hot metal,Isolate affected tuyere; Reduce blast volume by 15%; Cool tuyere with emergency water injection; Replace tuyere nose assembly; Resume normal blast after thermal stabilisation,21.2,"Tuyere nose assembly, Copper cooling coil, Refractory patch kit",ENG-112,RESOLVED,2025-12-12
LOG-2025-0211,2025-10-08,BF-001,Blast Furnace,Cooling water leak detected at furnace belly region,Corrosion-induced pinhole leak in cooling stave pipe,Reduce furnace load; Isolate leaking stave segment; Apply emergency clamp repair; Schedule permanent stave replacement during next planned outage; Monitor water loss rate,16.6,"Emergency pipe clamp, Cooling stave segment, Gasket set, Corrosion inhibitor",ENG-105,RESOLVED,2025-12-15
LOG-2025-0212,2025-10-10,RM-002,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,13.4,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-111,MONITORING,2025-10-17
LOG-2025-0213,2025-10-12,BF-002,Blast Furnace,Hot blast stove dome temperature irregularity,Refractory lining deterioration in stove dome causing heat loss,Switch to standby stove; Cool affected stove to safe temperature; Inspect refractory integrity with IR camera; Patch damaged refractory sections; Cure refractory for 48 hours; Restart stove on low firing,86.2,"High alumina refractory bricks, Refractory mortar, Ceramic fibre blanket",ENG-112,RESOLVED,2025-11-26
LOG-2025-0214,2025-10-12,RM-002,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,9.1,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-111,RESOLVED,2025-12-01
LOG-2025-0215,2025-10-13,CP-001,Compressor,Inter-stage cooler outlet temperature above 85°C,Tube fouling in air-cooled inter-stage heat exchanger,Reduce compressor load to 60%; Clean cooler tubes with compressed air; Inspect fins for damage; Replace damaged fin sections; Resume full load and verify outlet temp,4.5,"Cooler fin section (spare), Tube cleaning lance, Temperature gauge",ENG-114,MONITORING,2025-10-25
LOG-2025-0216,2025-10-15,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,28.5,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-110,RESOLVED,2026-01-08
LOG-2025-0217,2025-10-20,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,19.0,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-106,RESOLVED,2025-12-22
LOG-2025-0218,2025-10-22,RM-001,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,18.7,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-114,RESOLVED,2025-11-29
